,year,marathon_name,participant_count
737,2006,Lake Geneva Marathon,125
738,2006,Avenue of the Giants Marathon,362
739,2006,Cincinnati Flying Pig Marathon,4172
740,2006,Colorado Marathon (prev. Fort Collins Old Town Marathon),610
741,2006,Diablo Marathon & 50 mile Endurance Run,41
742,2006,Lincoln Marathon,977
743,2006,Long Island Marathon,551
744,2006,Marathon de Mayo,232
745,2006,Pocono Mountain Run For The Red Marathon,349
746,2006,Potomac River Run Marathon,143
747,2006,Race of Champions Marathon,118
748,2006,Shakespeare Marathon,700
749,2006,Vancouver International Marathon,3550
750,2006,Canton-St. Lawrence University Marathon,38
751,2006,Ogden Marathon,965
752,2006,Shiprock Marathon,62
753,2006,Whiskey Row Marathon,119
754,2006,Wild Wild West Marathon,60
755,2006,Belfast City Marathon,1342
756,2006,Big Sur International Marathon,2947
757,2006,Frederick Marathon,666
758,2006,Lest We Forget Marathon,165
759,2006,New Jersey Marathon,1419
760,2006,Oklahoma City Memorial Marathon,1704
761,2006,Trail Marathon,172
762,2006,Country Music Marathon,4022
763,2006,Kentucky Derby Festival Marathon,844
764,2006,Rotorua Marathon,1794
765,2006,Trestle Valley Marathon,56
766,2006,Triple Crown Trail Marathon,95
767,2006,Germany to France Marathon,58
768,2006,Katrina Relief Marathon,15
769,2006,London Marathon,32924
770,2006,St. John Ambulance Marathon,83
771,2006,Tresco Marathon,108
772,2006,Wenatchee Marathon,118
773,2006,Fiesta du Albuquerque Marathon,107
774,2006,Muir Woods Trail Marathon,70
775,2006,Pine Line Trail Marathon,71
776,2006,Boston Marathon,19688
777,2006,Charlottesville Marathon,452
778,2006,Canberra Marathon,864
779,2006,Easter Bunny Marathon,9
780,2006,GO! St. Louis Marathon,1694
781,2006,Ohio River Road Runners Club Marathon,132
782,2006,Eisenhower Marathon,177
783,2006,North Pole Marathon,54
784,2006,"Ocean City, MD Marathon",172
785,2006,Athens Marathon (Ohio),135
786,2006,Big-D Texas Marathon,450
787,2006,Bungay Black Dog Marathon,156
788,2006,Glass City Marathon,279
789,2006,Whidbey Island Marathon,288
790,2006,Andrew Jackson Marathon,67
791,2006,Golden Gate Marathon,46
792,2006,Martian Marathon,318
793,2006,Moab Marathon,309
794,2006,Queenstown Marathon,78
795,2006,Rockin K Trail Marathon,63
796,2006,Trailbreaker Marathon,166
797,2006,Yakima River Canyon Marathon,384
798,2006,Bataan Memorial Death March,1792
799,2006,Guam Marathon,58
800,2006,Hogeye Marathon,65
801,2006,Knoxville Marathon,541
802,2006,More Marathon,173
803,2006,Ocean Drive Marathon,450
804,2006,Ellerbe Springs Marathon,152
805,2006,Frisco High Line Marathon,21
806,2006,Grasslands Trail Run Marathon,58
807,2006,Napa Valley Trail Marathon,26
808,2006,National Marathon,693
809,2006,Big Island International Marathon,147
810,2006,City of Los Angeles Marathon (L.A. Marathon),20169
811,2006,Seabrook Lucky Trail Marathon,109
812,2006,Shamrock Sportsfest Marathon,1738
813,2006,A Run Through Time,58
814,2006,Catalina Marathon,472
815,2006,Cherry Blossom Festival Marathon,104
816,2006,Duchy Marathon,138
817,2006,Lower Potomac River Marathon,129
818,2006,Virginia Creeper Marathon,115
819,2006,Six Foot Track (Ultra) Marathon,718
820,2006,Umstead Trail Marathon,142
821,2006,B&A Trail Marathon,246
822,2006,Little Rock Marathon,1385
823,2006,Napa Valley Marathon,1438
824,2006,Sarasota Marathon The Grouper Run,430
825,2006,Greenway Trail Marathon,52
826,2006,Mountain to Surf Marathon,167
827,2006,"""Last Chance for Boston"" Marathon",87
828,2006,Gasparilla Distance Classic,1101
829,2006,Hudson Mohawk Marathon,39
830,2006,Hyannis Marathon,286
831,2006,Black Mountain Marathon,121
832,2006,Cowtown Marathon,566
833,2006,Cross Timbers Trail Runs Marathon,29
834,2006,Austin Marathon,4788
835,2006,Birch Bay Marathon,44
836,2006,Desert Classic Marathon,46
837,2006,Five Points of Life Marathon,217
838,2006,Ft. Lauderdale A1A Marathon,329
839,2006,Lost Dutchman Marathon,382
840,2006,Pensacola Marathon,258
841,2006,Tallahassee Marathon,79
842,2006,Washington's Birthday Marathon,144
843,2006,Clermont Marathon,27
844,2006,Myrtle Beach Marathon,1518
845,2006,San Miguel Buzz Marathon,40
846,2006,Mercedes Marathon,748
847,2006,Valentine Marathon,46
848,2006,Buller Marathon,117
849,2006,Surfside Beach Marathon,114
850,2006,The Sedona Marathon,131
851,2006,New Orleans Mardi Gras Marathon,698
852,2006,Ocala Marathon,176
853,2006,Surf City Marathon (prev. Pacific Shoreline Marathon),744
854,2006,Death Valley Trail Marathon,222
855,2006,Tybee Marathon,316
856,2006,Callaway Gardens Marathon,53
857,2006,Miami Marathon,2477
858,2006,Zoom! Yah! Yah! Indoor Marathon,8
859,2006,Orlando Xtreme Marathon,38
860,2006,Bermuda Marathon,81
861,2006,Carlsbad Marathon,1097
862,2006,China Coast Marathon,271
863,2006,First Light Marathon,231
864,2006,Houston Marathon,5425
865,2006,Rock 'n' Roll Arizona Marathon,7428
866,2006,Mississippi Marathon,140
867,2006,Museum of Aviation Foundation Marathon,137
868,2006,Cadbury Glass Marathon,53
869,2006,Disney World Marathon,10125
870,2006,OC Marathon,1077
871,2006,Texas Marathon,124
872,2007,Run for the Ranch Marathon,76
873,2007,Jacksonville Marathon,801
874,2007,Dallas White Rock Marathon,4019
875,2007,Honolulu Marathon,20692
876,2007,Charlotte's Thunder Road Marathon,840
877,2007,Kiawah Island Marathon,863
878,2007,Rocket City Marathon,1271
879,2007,California International Marathon,4743
880,2007,Cayman Islands Marathon,39
881,2007,Las Vegas Marathon,4154
882,2007,Luton Marathon,536
883,2007,Marathon of the Palm Beaches,531
884,2007,Run Barbados Festival Marathon,92
885,2007,Tucson Marathon,1017
886,2007,Baton Rouge Beach Marathon,150
887,2007,Death Valley Borax Marathon,169
888,2007,Memphis Marathon,1923
889,2007,Reggae Marathon,149
890,2007,Tecumseh Trail Marathon,451
891,2007,Seattle Marathon,2012
892,2007,Space Coast Marathon,346
893,2007,Mississippi Coast Marathon,109
894,2007,North Central Trail Marathon,380
895,2007,Atlanta Marathon,486
896,2007,Gobbler Grind Marathon,244
897,2007,Harpeth Hills Flying Monkey Marathon,173
898,2007,Philadelphia Marathon,6668
899,2007,Route 66 Marathon,1058
900,2007,X-Country Marathon,66
901,2007,Louisiana Trails Marathon,33
902,2007,White River Marathon for Kenya (prev Mountain Home Marathon for Kenya),58
903,2007,Harrisburg Marathon,733
904,2007,OBX Marathon,947
905,2007,San Antonio Marathon-Marathon of the Americas,1112
906,2007,Chickamauga Battlefield Marathon,423
907,2007,Richmond Marathon,3679
908,2007,Bass Pro Shops Marathon,256
909,2007,City of Oaks Marathon & Half Marathon,826
910,2007,Inland Trail Marathon,150
911,2007,Manchester City Marathon,517
912,2007,Marshall University Marathon,366
913,2007,Moncton Legs for Literacy Marathon,136
914,2007,New York City Marathon,38557
915,2007,Road2Hope Hamilton Marathon,340
916,2007,Santa Clarita Marathon,346
917,2007,Silicon Valley Marathon,721
918,2007,2008 U.S. Olympic Team Trials - Men's Marathon,104
919,2007,Midsouth Marathon,154
920,2007,Stinson Beach Marathon,75
921,2007,Dublin Marathon,8428
922,2007,Cape Cod Marathon,1005
923,2007,Grand Rapids Marathon,1519
924,2007,Marine Corps Marathon,20622
925,2007,Miracle Match Marathon,99
926,2007,Niagara Falls International Marathon,903
927,2007,Spinx Run Fest,165
928,2007,Tri-Cities Marathon,147
929,2007,Napa Valley Wine Country Trail Marathon,28
930,2007,Ridge to Bridge Marathon,109
931,2007,Snowdonia Marathon,1175
932,2007,Columbus Marathon,3981
933,2007,Des Moines Marathon,1428
934,2007,Detroit Free Press International Marathon,3745
935,2007,Duke City Marathon,286
936,2007,Humboldt Redwoods Marathon,167
937,2007,Kennebecasis Challenge Marathon,65
938,2007,Louisville Marathon,361
939,2007,Nike 26.2 = Nike Women's Marathon,4152
940,2007,Wichita Marathon,269
941,2007,Breakers Marathon,540
942,2007,Green Mountain Marathon,245
943,2007,Halloween Marathon,25
944,2007,Indianapolis Marathon,1038
945,2007,Kansas City Marathon,1096
946,2007,Siouxland Lewis & Clark Marathon (IA),166
947,2007,Atlantic City Marathon,216
948,2007,Bay State Marathon,717
949,2007,Dupont Forest Trail Marathon,146
950,2007,Leicester Marathon,570
951,2007,Long Beach International City Marathon,2339
952,2007,Mount Desert Island marathon,669
953,2007,New Denver Marathon,1563
954,2007,On the Road for Education,82
955,2007,PEC Marathon,214
956,2007,Prince Edward Island Marathon,191
957,2007,Spirit Of Survival Marathon,68
958,2007,Spokane Series Marathon,113
959,2007,Toronto Marathon,1748
960,2007,Baltimore Marathon,2538
961,2007,Golden Hills Trail Marathon,112
962,2007,Hartford Marathon,1571
963,2007,Leavenworth Oktoberfest Marathon,86
964,2007,Marathon 2 Marathon,65
965,2007,WhistleStop Marathon,667
966,2007,"Bellingham Bay Marathon, Half Marathon & 10k",379
967,2007,Bizz Johnson Trail Marathon,521
968,2007,Chicago Marathon,28815
969,2007,City of Trees Marathon,160
970,2007,Johnstown Marathon,110
971,2007,Lakefront Marathon,1671
972,2007,Loch Ness Marathon,1426
973,2007,Maine Marathon,674
974,2007,Melbourne Marathon,2616
975,2007,Mohawk-Hudson River Marathon,492
976,2007,Mt. Rushmore Marathon,160
977,2007,Okanagan Marathon,622
978,2007,Ottawa Fall Colours Marathon,101
979,2007,Portland Marathon,7224
980,2007,Sacramento CowTown Marathon,283
981,2007,Steamtown Marathon,1576
982,2007,Towpath Marathon,380
983,2007,Twin Cities Marathon,7215
984,2007,Valley Harvest Marathon,90
985,2007,Victoria Marathon,1979
986,2007,Westchester Marathon,101
987,2007,St. George Marathon,5155
988,2007,Triple Lakes Trail Race,96
989,2007,Boulder Backroads Marathon,381
990,2007,Clarence Demar Marathon,212
991,2007,Gateway To The Pacific Marathon,19
992,2007,Marathon de Rimouski,113
993,2007,Toronto Waterfront Marathon,2040
994,2007,Wineglass Marathon,420
995,2007,Akron Marathon,1164
996,2007,Arkansas Marathon,37
997,2007,Big Sur Trail Marathon,74
998,2007,Hamptons Marathon,168
999,2007,Lake Tahoe Marathon,402
1000,2007,New Hampshire Marathon,169
1001,2007,Fox Cities Marathon,853
1002,2007,Lewis and Clark Marathon (MT),56
1003,2007,Marathon by the Sea,128
1004,2007,Omaha Marathon,390
1005,2007,Quad Cities Marathon,643
1006,2007,Sydney Marathon,1363
1007,2007,Flagstaff Marathon,45
1008,2007,Odyssey Trail Marathon,18
1009,2007,Adirondack Marathon,218
1010,2007,Dutchess County Classic Marathon,66
1011,2007,Lewis & Clark Marathon (MO),712
1012,2007,Maui Marathon,1019
1013,2007,Montana Governor's Cup Marathon,116
1014,2007,MountainAir Marathon,52
1015,2007,New Forest Marathon,441
1016,2007,Newfoundland Provincial Marathon,67
1017,2007,Robin Hood Marathon,1059
1018,2007,Rochester Marathon,516
1019,2007,Treherne Marathon,40
1020,2007,Two Bear Marathon,115
1021,2007,Yonkers Marathon,91
1022,2007,Air Force Marathon,1643
1023,2007,Bismarck Marathon,127
1024,2007,Equinox Marathon,474
1025,2007,Lake City Marathon,53
1026,2007,North Country Trail Run,114
1027,2007,Shore to Shore Marathon,38
1028,2007,Top of Utah Marathon,1513
1029,2007,Walker/North Country Races,106
1030,2007,Patriots' Run,25
1031,2007,Erie Marathon at Presque Isle,457
1032,2007,Montreal International Marathon,1156
1033,2007,Oil Sands Marathon,23
1034,2007,Pride of Canada Marathon,17
1035,2007,Regina Queen City Marathon,410
1036,2007,Skagit Flats Marathon,185
1037,2007,Mid Mountain Marathon,183
1038,2007,Moose Mountain Marathon,86
1039,2007,American Discovery Trail Marathon,171
1040,2007,Heart of America Marathon,137
1041,2007,Turtle Marathon,33
1042,2007,Monster Trail Marathon,17
1043,2007,Moray Marathon,144
1044,2007,New Mexico Marathon,290
1045,2007,Tupelo Marathon,227
1046,2007,Wolverhampton City Marathon,238
1047,2007,Pocatello Marathon,234
1048,2007,Adelaide Festival City Marathon,173
1049,2007,Longford Marathon,204
1050,2007,Mudgee Marathon,31
1051,2007,Quebec City Marathon/Marathon des Deux Rives,958
1052,2007,Shepparton Marathon,35
1053,2007,Extraterrestrial Full Moon Midnight Marathon,59
1054,2007,Hawke's Bay Marathon,85
1055,2007,Mesa Falls Marathon,155
1056,2007,Park City Marathon,385
1057,2007,Run With the Horses Marathon,116
1058,2007,Self-Transcendence Marathon,578
1059,2007,Humpy's Classic Marathon,174
1060,2007,LEADING LADIES' MARATHON,101
1061,2007,Pikes Peak Marathon,773
1062,2007,Yellowknife Marathon,9
1063,2007,Fallsburg Marathon and Half Marathon,26
1064,2007,Grizzly Marathon,101
1065,2007,Edmonton Centennial Marathon,389
1066,2007,Haulin' Aspen Trail Marathon,131
1067,2007,Isle of Man Marathon,89
1068,2007,Crater Lake Marathon,90
1069,2007,Loop The Lake,19
1070,2007,Paavo Nurmi Marathon (USA),263
1071,2007,Townsville Marathon,56
1072,2007,Yukon River Trail Marathon,26
1073,2007,Frank Maier Marathon,31
1074,2007,Carrollton Festival of Races,47
1075,2007,The San Francisco Marathon,4250
1076,2007,Grand Island Trail Marathon,295
1077,2007,Jay Mountain Marathon,258
1078,2007,Kilauea Volcano Wilderness Runs,177
1079,2007,Around the Lake Marathon,80
1080,2007,Deseret Morning News/KJZZ-TV Marathon,565
1081,2007,Fairlands Valley Challenge,223
1082,2007,Nova Scotia Marathon,33
1083,2007,University of Okoboji Marathon,119
1084,2007,Friendly Massey Marathon,72
1085,2007,Missoula Marathon,434
1086,2007,Grandfather Mountain Marathon,365
1087,2007,Half Voyageur Trail Marathon,124
1088,2007,Knee Knackering North Shore Trail Run,193
1089,2007,Knysna Forest Marathon,563
1090,2007,Calgary Marathon,750
1091,2007,SEAFAIR Marathon,400
1092,2007,Leadville Trail Marathon,318
1093,2007,Foot Traffic Flat Marathon,137
1094,2007,Gold Coast Airport Marathon,2628
1095,2007,Swan Lake Marathon,85
1096,2007,Running With The Devil Marathon,16
1097,2007,Kona Marathon,175
1098,2007,Mayo Midnight Marathon,12
1099,2007,Mayor's Marathon,1385
1100,2007,Pacific Crest Marathon,138
1101,2007,Estes Park Marathon,120
1102,2007,Johnny Miles Marathon,74
1103,2007,Manitoba Marathon,796
1104,2007,Traralgon Marathon,48
1105,2007,Boogie Marathon,64
1106,2007,Grandma's Marathon,6898
1107,2007,Marathon-to-Marathon,124
1108,2007,Run Charlevoix Marathon,41
1109,2007,Edge to Edge Marathon,133
1110,2007,Lake Placid Marathon,229
1111,2007,North Olympic Discovery Marathon,405
1112,2007,Footstock Race Weekend,36
1113,2007,Hatfield-McCoy Marathon,191
1114,2007,"Maryville Marathon, The Chamber Country Classic",55
1115,2007,Teton DAM Marathon,166
1116,2007,Blackpool Marathon,439
1117,2007,Casper Wyoming Marathon,144
1118,2007,City of Christchurch Marathon,352
1119,2007,Deadwood-Mickelson Trail Marathon,301
1120,2007,Marathon de la Baie,23
1121,2007,NipMuck Trail Marathon,186
1122,2007,Rock 'n' Roll Marathon,15958
1123,2007,San Juan Island Marathon,75
1124,2007,Steamboat Marathon,358
1125,2007,Forest of Nisene Marks Marathon,63
1126,2007,God's Country Marathon,147
1127,2007,Governor's Cup Marathon,159
1128,2007,Green River Marathon,52
1129,2007,Newport Marathon,639
1130,2007,Ridge Runner Races,59
1131,2007,Sunburst Marathon,525
1132,2007,Buffalo Marathon,637
1133,2007,Coeur d' Alene Marathon,304
1134,2007,Edinburgh Marathon,3564
1135,2007,Madison Marathon (Mad City Marathon),1029
1136,2007,Med-City Marathon,291
1137,2007,Ottawa Marathon (National Capital Race Weekend),3026
1138,2007,Saskatchewan Marathon,152
1139,2007,Vermont City Marathon,2504
1140,2007,Wickham Park Marathon,30
1141,2007,Wyoming Marathon,65
1142,2007,Andy Payne Marathon,64
1143,2007,Bayshore Marathon,1292
1144,2007,Prince of Wales Island International Marathon,22
1145,2007,Rock/Creek Scenic City Trail Marathon,13
1146,2007,Blue Nose International Marathon,303
1147,2007,Bunbury Marathon,50
1148,2007,Cleveland Marathon,1989
1149,2007,Colorado Colfax Marathon,446
1150,2007,Delaware Marathon,506
1151,2007,Green Bay Marathon,1311
1152,2007,Red Deer Marathon,227
1153,2007,Sugarloaf Marathon,166
1154,2007,Windermere Marathon (UK),912
1155,2007,Berryman Marathon,84
1156,2007,Capital City Marathon,324
1157,2007,Fargo Marathon,1179
1158,2007,Idaho Great Potato Marathon,123
1159,2007,Ogden Marathon,1284
1160,2007,Palos Verdes Marathon,321
1161,2007,Twisted Ankle Trail Marathon and Half,92
1162,2007,Central States Marathon,37
1163,2007,Forest City Road Races Marathon,226
1164,2007,Fredericton Marathon,88
1165,2007,Halstead Marathon ,342
1166,2007,Mississauga Marathon,1406
1167,2007,Tacoma City Marathon,371
1168,2007,Brookings Marathon,161
1169,2007,Journeys Marathon,138
1170,2007,Lake Geneva Marathon,127
1171,2007,Belfast City Marathon,1453
1172,2007,Avenue of the Giants Marathon,322
1173,2007,Cincinnati Flying Pig Marathon,3970
1174,2007,Colorado Marathon (prev. Fort Collins Old Town Marathon),622
1175,2007,Frederick Marathon,721
1176,2007,Lincoln Marathon,1075
1177,2007,Long Island Marathon,513
1178,2007,Marathon de Mayo,224
1179,2007,Pocono Mountain Run For The Red Marathon,402
1180,2007,Potomac River Run Marathon,94
1181,2007,Race of Champions Marathon,82
1182,2007,Vancouver International Marathon,3077
1183,2007,Shiprock Marathon,71
1184,2007,Whiskey Row Marathon,107
1185,2007,Wild Wild West Marathon,58
1186,2007,Big Sur International Marathon,3092
1187,2007,Diablo Marathon & 50 mile Endurance Run,88
1188,2007,Eugene Marathon,1496
1189,2007,New Jersey Marathon,1567
1190,2007,Oklahoma City Memorial Marathon,1593
1191,2007,Shakespeare Marathon,857
1192,2007,Trail Marathon,203
1193,2007,Country Music Marathon,4778
1194,2007,Kentucky Derby Festival Marathon,961
1195,2007,Pine Line Trail Marathon,74
1196,2007,Rotorua Marathon,1637
1197,2007,Trestle Valley Marathon,62
1198,2007,Triple Crown Trail Marathon,119
1199,2007,Earth Day Challenge Marathon,47
1200,2007,London Marathon,35667
1201,2007,St. John Ambulance Marathon,61
1202,2007,Tresco Marathon,112
1203,2007,Wenatchee Marathon,79
1204,2007,Charlottesville Marathon,352
1205,2007,Salt Lake City Marathon,1135
1206,2007,Boston Marathon,20348
1207,2007,Canberra Marathon,940
1208,2007,Glass City Marathon,282
1209,2007,GO! St. Louis Marathon,1853
1210,2007,North Pole Marathon,42
1211,2007,Whidbey Island Marathon,363
1212,2007,Andrew Jackson Marathon,62
1213,2007,Muir Woods Trail Marathon,73
1214,2007,Easter Bunny Marathon,22
1215,2007,Eisenhower Marathon,155
1216,2007,"Ocean City, MD Marathon",183
1217,2007,Rockin K Trail Marathon,63
1218,2007,Athens Marathon (Ohio),164
1219,2007,Big-D Texas Marathon,423
1220,2007,Bungay Black Dog Marathon,180
1221,2007,Connemara International Marathon,387
